"NAME"|"EVENT"|"VAL_ORG"|"VAL_FINAL"|"TYPE"|"ADJ"|"ADJ_TYPE"|"QUALIFIER"|"MAP_USE"
"199-H4-91"|3/10/2023 9:36:00|114.772|114.772|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H4-91"|6/23/2023 9:23:00|115.141|115.141|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H5-1A"|2/18/2022 14:50:00|115.392|115.392|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H5-1A"|1/13/2023 14:09:00|115.581|115.581|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H5-1A"|3/17/2023 12:05:00|115.502|115.502|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H5-1A"|6/23/2023 9:51:00|115.602|115.602|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H6-3"|2/18/2022 10:13:00|115.166|115.166|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H6-3"|12/16/2022 14:50:00|115.272|115.272|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H6-3"|3/10/2023 9:33:00|114.986|114.986|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H6-3"|6/23/2023 9:29:00|115.327|115.327|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-H7-1"|10/15/2021 12:04:00|116.897|116.897|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H7-1"|3/4/2022 13:12:00|117.333|117.333|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H7-1"|11/18/2022 13:30:00|117.043|117.043|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-H7-1"|6/9/2023 10:20:00|117.366|117.366|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-N-50"|2/11/2022 8:31:00|118.608|118.608|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-N-50"|11/18/2022 8:39:00|118.188|118.188|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-N-50"|2/10/2023 9:00:00|118.011|118.011|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-N-50"|5/12/2023 13:12:00|118.502|118.502|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-N-92A"|11/18/2022 8:50:00|118.303|118.303|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-N-92A"|2/10/2023 9:12:00|118.151|118.151|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-N-92A"|5/12/2023 12:53:00|119.376|119.376|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-100-43B"|10/15/2021 8:44:00|115.220|115.220|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-100-43B"|2/18/2022 9:45:00|116.634|116.634|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-100-43B"|12/16/2022 13:47:00|115.890|115.890|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-100-43B"|3/10/2023 10:37:00|115.403|115.403|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-100-43B"|6/23/2023 7:56:00|115.634|115.634|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-101-45"|10/15/2021 8:56:00|115.428|115.428|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-101-45"|2/18/2022 10:05:00|116.842|116.842|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-101-45"|12/16/2022 14:04:00|116.135|116.135|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-101-45"|3/10/2023 10:52:00|115.632|115.632|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-101-45"|6/23/2023 7:57:00|116.095|116.095|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-88-41A"|10/15/2021 6:48:00|116.990|116.990|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-88-41A"|2/18/2022 7:38:00|116.938|116.938|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-88-41A"|12/16/2022 14:46:00|116.926|116.926|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-88-41A"|1/13/2023 12:58:00|116.926|116.926|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-88-41A"|3/17/2023 11:53:00|116.910|116.910|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-88-41A"|6/23/2023 6:49:00|116.874|116.874|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-93-37A"|10/15/2021 7:05:00|114.582|114.582|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-93-37A"|2/18/2022 10:07:00|115.045|115.045|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-93-37A"|12/16/2022 14:41:00|115.091|115.091|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-93-37A"|3/10/2023 9:24:00|114.737|114.737|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-93-37A"|6/23/2023 9:28:00|115.225|115.225|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-94-41"|10/15/2021 9:25:00|115.985|115.985|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-94-41"|3/4/2022 13:38:00|115.960|115.960|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-94-41"|12/16/2022 13:18:00|116.140|116.140|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-94-41"|3/10/2023 9:19:00|116.058|116.058|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-94-41"|6/23/2023 7:02:00|115.957|115.957|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-94-43"|9/21/2022 12:54:00|117.117|117.117|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-94-43"|12/16/2022 14:10:00|117.233|117.233|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-94-43"|1/30/2023 13:52:00|117.248|117.248|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-94-43"|6/23/2023 8:11:00|116.947|116.947|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-95-45"|3/4/2022 12:55:00|117.773|117.773|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-45"|12/16/2022 14:08:00|117.682|117.682|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-45"|3/10/2023 8:43:00|117.627|117.627|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-95-45"|6/23/2023 7:17:00|117.572|117.572|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-95-45C"|10/15/2021 12:30:00|116.868|116.868|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-45C"|3/4/2022 12:53:00|117.109|117.109|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-45C"|12/16/2022 14:07:00|116.993|116.993|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-45C"|3/10/2023 8:42:00|116.917|116.917|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-95-51"|2/11/2022 10:01:00|118.067|118.067|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|11/18/2022 14:07:00|117.778|117.778|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-95-51"|2/10/2023 13:22:00|117.708|117.708|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-95-51"|6/9/2023 9:44:00|118.092|118.092|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-96-52B"|2/11/2022 10:06:00|117.671|117.671|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|11/18/2022 14:11:00|117.268|117.268|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-96-52B"|2/10/2023 13:26:00|117.104|117.104|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-96-52B"|6/9/2023 9:37:00|117.674|117.674|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-41"|10/15/2021 12:51:00|114.933|114.933|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-41"|2/18/2022 15:27:00|115.195|115.195|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-41"|12/16/2022 13:30:00|115.436|115.436|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-41"|6/23/2023 8:30:00|115.445|115.445|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-45"|10/15/2021 12:18:00|117.462|117.462|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-45"|3/4/2022 13:27:00|117.568|117.568|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-45"|12/16/2022 14:29:00|117.443|117.443|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-45"|3/10/2023 8:05:00|117.370|117.370|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-45"|6/9/2023 10:34:00|117.413|117.413|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-47B"|10/15/2021 12:06:00|117.592|117.592|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-47B"|3/4/2022 13:13:00|117.766|117.766|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-47B"|11/18/2022 13:45:00|117.567|117.567|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-47B"|2/10/2023 12:50:00|117.449|117.449|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-47B"|6/9/2023 10:26:00|117.699|117.699|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-48B"|10/15/2021 11:54:00|117.797|117.797|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|3/4/2022 13:14:00|117.922|117.922|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|12/16/2022 14:06:00|117.736|117.736|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48B"|2/10/2023 13:01:00|117.635|117.635|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-48B"|6/9/2023 10:25:00|117.824|117.824|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-48C"|12/16/2022 14:06:00|117.438|117.438|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-48C"|2/10/2023 13:02:00|117.347|117.347|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-48C"|6/9/2023 10:24:00|117.639|117.639|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-60"|10/15/2021 12:12:00|117.227|117.227|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-60"|3/4/2022 13:20:00|117.495|117.495|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-60"|12/16/2022 14:21:00|117.303|117.303|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-97-60"|3/10/2023 7:57:00|117.218|117.218|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-97-60"|6/9/2023 10:38:00|117.452|117.452|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-43"|10/15/2021 9:10:00|115.501|115.501|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-43"|2/18/2022 15:30:00|115.928|115.928|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-43"|3/10/2023 8:35:00|115.715|115.715|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-43"|6/23/2023 8:18:00|116.105|116.105|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-49A"|10/15/2021 11:57:00|117.373|117.373|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|2/11/2022 9:42:00|117.754|117.754|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|9/21/2022 12:26:00|117.696|117.696|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|11/18/2022 13:47:00|117.474|117.474|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-49A"|2/10/2023 13:00:00|117.370|117.370|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-49A"|6/9/2023 10:08:00|117.861|117.861|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-51"|2/11/2022 9:49:00|117.737|117.737|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|9/21/2022 11:58:00|117.497|117.497|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|11/18/2022 13:54:00|117.652|117.652|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-98-51"|2/10/2023 13:07:00|117.317|117.317|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-98-51"|6/9/2023 10:00:00|117.871|117.871|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-41"|10/15/2021 8:36:00|114.823|114.823|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-41"|2/18/2022 9:14:00|116.070|116.070|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-41"|12/16/2022 13:34:00|115.616|115.616|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-41"|3/10/2023 10:24:00|115.171|115.171|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-41"|6/23/2023 8:01:00|115.622|115.622|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-42B"|12/16/2022 13:42:00|115.692|115.692|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-42B"|3/10/2023 10:32:00|115.439|115.439|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-42B"|6/7/2023 7:43:00|116.127|116.127|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-42B"|6/23/2023 7:54:00|115.756|115.756|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-44"|10/15/2021 8:59:00|115.767|115.767|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-44"|2/18/2022 15:30:00|116.481|116.481|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-44"|12/16/2022 10:36:00|116.084|116.084|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"699-99-44"|3/3/2023 14:39:00|115.984|115.984|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"699-99-44"|6/23/2023 7:38:00|116.359|116.359|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D2-11"|1/21/2014 13:14:00|118.380|118.380|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|2/9/2015 9:55:00|119.334|119.334|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|5/22/2017 7:58:00|119.776|119.776|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|11/30/2018 10:09:00|119.038|119.038|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|3/29/2019 9:48:00|118.819|118.819|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|7/19/2019 12:35:00|119.020|119.020|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|10/11/2019 8:11:00|118.746|118.746|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D2-11"|9/10/2021 9:34:00|118.837|118.837|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D3-2"|4/11/2014 11:07:00|118.329|118.329|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|8/1/2014 9:30:00|118.825|118.825|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|9/12/2014 12:55:00|117.972|117.972|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|2/3/2015 8:31:00|118.557|118.557|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|5/19/2017 13:06:00|120.200|120.200|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|11/30/2018 9:04:00|117.917|117.917|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|3/29/2019 6:50:00|117.579|117.579|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|7/19/2019 8:28:00|118.015|118.015|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|10/11/2019 7:45:00|117.304|117.304|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-2"|9/10/2021 8:46:00|117.816|117.816|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D3-5"|3/22/2017 8:14:00|118.531|118.531|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|5/22/2017 7:52:00|119.781|119.781|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|8/28/2018 8:56:00|118.482|118.482|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|11/30/2018 8:51:00|118.001|118.001|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|3/29/2019 6:36:00|117.769|117.769|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|7/19/2019 8:14:00|118.117|118.117|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|10/11/2019 7:34:00|117.513|117.513|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D3-5"|9/10/2021 8:18:00|118.019|118.019|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D4-13"|7/2/2014 13:10:00|118.654|118.654|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-13"|2/10/2015 13:46:00|117.892|117.892|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|9/21/2014 14:08:00|117.934|117.934|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|2/4/2015 14:27:00|117.635|117.635|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|11/30/2018 9:50:00|117.675|117.675|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|3/29/2019 7:27:00|117.529|117.529|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|7/19/2019 8:51:00|117.556|117.556|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|10/11/2019 8:11:00|117.242|117.242|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-15"|9/10/2021 9:26:00|117.559|117.559|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D4-19"|9/9/2015 8:48:00|117.762|117.762|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|4/21/2014 12:20:00|117.885|117.885|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|9/12/2014 13:04:00|118.263|118.263|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|2/3/2015 9:59:00|118.038|118.038|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|5/19/2017 13:00:00|119.281|119.281|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|11/30/2018 8:56:00|118.007|118.007|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|3/29/2019 6:43:00|117.894|117.894|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|7/19/2019 8:21:00|118.083|118.083|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|10/11/2019 7:39:00|117.641|117.641|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-20"|9/10/2021 8:27:00|118.074|118.074|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D4-21"|9/12/2014 13:34:00|117.181|117.181|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-21"|5/19/2017 13:18:00|118.671|118.671|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-21"|11/30/2018 9:24:00|117.220|117.220|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-21"|3/29/2019 7:06:00|117.037|117.037|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-21"|10/11/2019 7:57:00|116.702|116.702|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-21"|9/10/2021 9:01:00|117.077|117.077|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D4-23"|7/2/2014 9:39:00|118.904|118.904|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|9/12/2014 13:11:00|117.133|117.133|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|2/3/2015 9:07:00|118.068|118.068|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|5/19/2017 13:16:00|119.656|119.656|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|11/30/2018 9:07:00|117.389|117.389|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|3/29/2019 6:55:00|117.053|117.053|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|7/19/2019 8:31:00|117.422|117.422|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|10/11/2019 7:54:00|116.712|116.712|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-23"|9/10/2021 8:57:00|117.096|117.096|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D4-86"|9/12/2014 12:21:00|117.962|117.962|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|2/3/2015 8:05:00|118.565|118.565|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|5/19/2017 13:04:00|119.998|119.998|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|11/30/2018 8:59:00|117.922|117.922|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|3/29/2019 6:46:00|117.581|117.581|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|7/19/2019 8:24:00|118.026|118.026|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|10/11/2019 7:41:00|117.297|117.297|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D4-86"|9/10/2021 8:41:00|117.806|117.806|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-103"|9/19/2014 13:01:00|119.122|119.122|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-103"|5/19/2017 13:49:00|119.551|119.551|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|9/19/2014 12:24:00|119.149|119.149|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|2/10/2015 8:49:00|119.395|119.395|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|5/19/2017 14:12:00|119.578|119.578|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|11/30/2018 14:48:00|118.804|118.804|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|3/29/2019 8:15:00|118.536|118.536|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|7/19/2019 9:34:00|118.783|118.783|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|10/11/2019 9:09:00|118.533|118.533|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-106"|9/10/2021 13:52:00|118.454|118.454|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-126"|12/12/2014 13:05:00|118.391|118.391|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-126"|2/4/2015 11:31:00|118.342|118.342|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-126"|5/19/2017 14:01:00|118.501|118.501|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-126"|11/30/2018 14:05:00|117.787|117.787|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-126"|3/29/2019 7:55:00|117.653|117.653|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-126"|7/19/2019 9:23:00|117.793|117.793|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-126"|10/11/2019 8:44:00|117.595|117.595|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|3/23/2017 7:53:00|117.625|117.625|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|5/22/2017 8:11:00|118.213|118.213|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|11/30/2018 14:02:00|116.881|116.881|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|3/29/2019 8:06:00|116.753|116.753|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|7/19/2019 13:05:00|116.890|116.890|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|10/11/2019 8:50:00|116.552|116.552|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-13"|9/10/2021 13:23:00|116.814|116.814|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-133"|12/12/2014 14:20:00|119.531|119.531|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|4/9/2015 8:28:00|119.757|119.757|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|5/19/2017 13:55:00|119.924|119.924|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|11/30/2018 14:18:00|119.184|119.184|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|3/29/2019 7:46:00|118.909|118.909|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|7/19/2019 12:58:00|119.193|119.193|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|10/11/2019 8:34:00|118.836|118.836|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-133"|9/10/2021 13:33:00|118.727|118.727|"MAN"|0.000|"No Adjustment"|"Provisional, Approved for Use"|
"199-D5-134"|12/22/2014 15:35:00|117.998|117.998|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-134"|2/10/2015 13:23:00|118.354|118.354|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|7/2/2014 10:01:00|118.737|118.737|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|9/12/2014 9:14:00|118.630|118.630|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|2/10/2015 8:22:00|118.518|118.518|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|5/19/2017 14:00:00|118.746|118.746|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|11/30/2018 14:10:00|118.143|118.143|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
"199-D5-14"|3/29/2019 7:54:00|117.978|117.978|"MAN"|0.000|"No Adjustment"|"Final, Approved"|
