NAME,DATE,STD_VALUE_RPTD,REVIEW_QUALIFIER,COLLECTION_PURPOSE_DESC,LAB_CODE
199-D5-103,2022-01-11,33.2,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2022-01-11,34.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2022-01-19,32.0,,In Process,FIELD
199-D5-103,2022-02-03,32.0,,In Process,FIELD
199-D5-103,2022-03-16,35.0,,In Process,FIELD
199-D5-103,2022-04-19,38.0,,In Process,FIELD
199-D5-103,2022-05-19,21.0,,In Process,FIELD
199-D5-103,2022-06-23,24.0,,In Process,FIELD
199-D5-103,2022-07-28,28.0,,In Process,FIELD
199-D5-103,2022-08-16,25.0,,In Process,FIELD
199-D5-103,2022-09-28,28.0,,In Process,FIELD
199-D5-103,2022-10-24,23.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2022-10-26,19.0,,In Process,FIELD
199-D5-103,2022-11-09,26.0,,In Process,FIELD
199-D5-103,2022-12-14,28.0,,In Process,FIELD
199-D5-103,2023-02-13,32.0,,In Process,FIELD
199-D5-103,2023-03-30,114.0,,In Process,FIELD
199-D5-103,2023-04-20,110.0,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2023-05-02,102.0,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2023-05-30,56.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2023-05-30,54.7,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2023-06-21,43.5,,Special Studies,RJ LEE
199-D5-103,2023-07-24,53.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2023-08-24,32.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2023-09-28,34.8,,"Routine (i.e., repetitive)",GEL
199-D5-103,2023-12-11,33.9,,Special Studies,RJ LEE
199-D5-104,2014-01-02,3376.0,,In Process,FIELD
199-D5-104,2014-01-15,3290.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-01-30,3440.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-02-20,3616.0,,In Process,FIELD
199-D5-104,2014-02-26,3370.0,GQ,"Routine (i.e., repetitive)",TARL
199-D5-104,2014-03-04,3408.0,,In Process,FIELD
199-D5-104,2014-03-06,3250.0,G,Special Studies,WSCF
199-D5-104,2014-03-20,3210.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-04-01,2608.0,,In Process,FIELD
199-D5-104,2014-04-03,2560.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-04-17,2000.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-04-17,1910.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-04-30,1790.0,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2014-05-06,1936.0,,In Process,FIELD
199-D5-104,2014-06-12,1424.0,,In Process,FIELD
199-D5-104,2014-07-02,1808.0,,In Process,FIELD
199-D5-104,2014-08-06,2288.0,,In Process,FIELD
199-D5-104,2014-09-10,1696.0,,In Process,FIELD
199-D5-104,2014-10-02,1280.0,,In Process,FIELD
199-D5-104,2014-10-29,790.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2014-10-29,799.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2014-11-20,528.0,,In Process,FIELD
199-D5-104,2014-11-25,540.0,,In Process,FIELD
199-D5-104,2014-12-02,515.0,,In Process,FIELD
199-D5-104,2014-12-10,483.0,,In Process,FIELD
199-D5-104,2014-12-15,469.0,Q,"Routine (i.e., repetitive)",TARL
199-D5-104,2014-12-16,472.0,,In Process,FIELD
199-D5-104,2014-12-29,465.0,,In Process,FIELD
199-D5-104,2015-01-08,440.0,,In Process,FIELD
199-D5-104,2015-01-15,430.0,,In Process,FIELD
199-D5-104,2015-01-19,432.0,,In Process,FIELD
199-D5-104,2015-01-27,408.0,,In Process,FIELD
199-D5-104,2015-01-28,404.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-01-28,399.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-02-03,393.0,,In Process,FIELD
199-D5-104,2015-02-10,376.0,,In Process,FIELD
199-D5-104,2015-02-19,312.0,,In Process,FIELD
199-D5-104,2015-02-24,318.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-02-24,317.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-02-25,318.0,,In Process,FIELD
199-D5-104,2015-03-05,330.0,,In Process,FIELD
199-D5-104,2015-03-10,328.0,,In Process,FIELD
199-D5-104,2015-03-26,312.0,,In Process,FIELD
199-D5-104,2015-03-30,320.0,,In Process,FIELD
199-D5-104,2015-03-31,310.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-04-06,304.0,,In Process,FIELD
199-D5-104,2015-04-14,307.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-04-14,310.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-04-15,303.0,,In Process,FIELD
199-D5-104,2015-04-23,315.0,,In Process,FIELD
199-D5-104,2015-04-30,293.0,,In Process,FIELD
199-D5-104,2015-05-06,289.0,,In Process,FIELD
199-D5-104,2015-05-13,280.0,,In Process,FIELD
199-D5-104,2015-05-20,272.0,,In Process,FIELD
199-D5-104,2015-05-21,273.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-05-27,264.0,,In Process,FIELD
199-D5-104,2015-06-03,260.0,,In Process,FIELD
199-D5-104,2015-06-09,259.0,,In Process,FIELD
199-D5-104,2015-06-11,265.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-06-11,266.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-06-16,267.0,,In Process,FIELD
199-D5-104,2015-06-24,257.0,,In Process,FIELD
199-D5-104,2015-06-29,257.0,,In Process,FIELD
199-D5-104,2015-07-09,262.0,,In Process,FIELD
199-D5-104,2015-07-14,251.0,,In Process,FIELD
199-D5-104,2015-07-23,263.0,,In Process,FIELD
199-D5-104,2015-07-27,261.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-07-27,256.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-07-28,257.0,,In Process,FIELD
199-D5-104,2015-08-03,256.0,,In Process,FIELD
199-D5-104,2015-08-10,262.0,,In Process,FIELD
199-D5-104,2015-08-18,242.0,,In Process,FIELD
199-D5-104,2015-08-24,251.0,,In Process,FIELD
199-D5-104,2015-09-01,253.0,,In Process,FIELD
199-D5-104,2015-09-10,222.0,,In Process,FIELD
199-D5-104,2015-09-16,201.0,,In Process,FIELD
199-D5-104,2015-09-21,222.0,,In Process,FIELD
199-D5-104,2015-10-01,227.0,,In Process,FIELD
199-D5-104,2015-10-06,225.0,,In Process,FIELD
199-D5-104,2015-10-14,217.0,,In Process,FIELD
199-D5-104,2015-10-19,220.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-10-19,210.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-10-19,226.0,,In Process,FIELD
199-D5-104,2015-10-20,217.0,,In Process,FIELD
199-D5-104,2015-10-29,195.0,,In Process,FIELD
199-D5-104,2015-11-05,200.0,,In Process,FIELD
199-D5-104,2015-11-09,199.0,,In Process,FIELD
199-D5-104,2015-11-11,190.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-11-18,175.0,,In Process,FIELD
199-D5-104,2015-11-24,186.0,,In Process,FIELD
199-D5-104,2015-12-01,180.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2015-12-03,184.0,,In Process,FIELD
199-D5-104,2015-12-07,177.0,,In Process,FIELD
199-D5-104,2015-12-15,173.0,,In Process,FIELD
199-D5-104,2015-12-21,166.0,,In Process,FIELD
199-D5-104,2015-12-28,156.0,,In Process,FIELD
199-D5-104,2016-01-04,147.0,,In Process,FIELD
199-D5-104,2016-01-07,150.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2016-01-14,158.0,,In Process,FIELD
199-D5-104,2016-01-18,161.0,,In Process,FIELD
199-D5-104,2016-02-03,152.0,,In Process,FIELD
199-D5-104,2016-02-08,139.0,,In Process,FIELD
199-D5-104,2016-02-18,148.0,,In Process,FIELD
199-D5-104,2016-02-22,142.0,,In Process,FIELD
199-D5-104,2016-02-29,130.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2016-03-01,136.0,,In Process,FIELD
199-D5-104,2016-03-07,135.0,,In Process,FIELD
199-D5-104,2016-03-15,128.0,,In Process,FIELD
199-D5-104,2016-03-22,130.0,,In Process,FIELD
199-D5-104,2016-03-28,126.0,,In Process,FIELD
199-D5-104,2016-04-04,123.0,,In Process,FIELD
199-D5-104,2016-04-18,121.0,,In Process,FIELD
199-D5-104,2016-04-25,117.0,,In Process,FIELD
199-D5-104,2016-05-02,102.0,,In Process,FIELD
199-D5-104,2016-05-11,115.0,,In Process,FIELD
199-D5-104,2016-05-17,115.0,,In Process,FIELD
199-D5-104,2016-05-23,112.0,,In Process,FIELD
199-D5-104,2016-05-26,110.0,H,"Routine (i.e., repetitive)",TARL
199-D5-104,2016-06-02,112.0,,In Process,FIELD
199-D5-104,2016-06-08,107.0,,In Process,FIELD
199-D5-104,2016-06-13,110.0,,In Process,FIELD
199-D5-104,2016-06-20,98.0,,In Process,FIELD
199-D5-104,2016-06-27,87.0,,In Process,FIELD
199-D5-104,2016-07-13,108.0,,In Process,FIELD
199-D5-104,2016-07-19,103.0,,In Process,FIELD
199-D5-104,2016-07-25,100.0,,In Process,FIELD
199-D5-104,2016-08-01,93.0,,In Process,FIELD
199-D5-104,2016-08-10,101.0,G,In Process,FIELD
199-D5-104,2016-08-15,98.0,,In Process,FIELD
199-D5-104,2016-08-17,94.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2016-08-25,101.0,,In Process,FIELD
199-D5-104,2016-08-30,98.0,,In Process,FIELD
199-D5-104,2016-09-06,97.0,,In Process,FIELD
199-D5-104,2016-09-14,97.0,,In Process,FIELD
199-D5-104,2016-09-21,101.0,,In Process,FIELD
199-D5-104,2016-09-28,81.0,,In Process,FIELD
199-D5-104,2016-10-05,91.0,,In Process,FIELD
199-D5-104,2016-10-12,92.0,,In Process,FIELD
199-D5-104,2016-10-19,88.0,,In Process,FIELD
199-D5-104,2016-10-26,84.0,,In Process,FIELD
199-D5-104,2016-11-02,88.0,,In Process,FIELD
199-D5-104,2016-11-09,74.0,,In Process,FIELD
199-D5-104,2016-11-10,86.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2016-11-10,87.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2016-11-16,76.0,,In Process,FIELD
199-D5-104,2016-11-21,92.0,,In Process,FIELD
199-D5-104,2016-11-30,84.0,,In Process,FIELD
199-D5-104,2016-12-19,81.0,,In Process,FIELD
199-D5-104,2017-01-17,84.0,,In Process,FIELD
199-D5-104,2017-02-02,79.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-02-02,80.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-02-21,73.0,,In Process,FIELD
199-D5-104,2017-03-28,80.0,,In Process,FIELD
199-D5-104,2017-04-25,68.0,,In Process,FIELD
199-D5-104,2017-05-01,79.0,,In Process,FIELD
199-D5-104,2017-06-06,71.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-06-06,70.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-06-06,72.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-06-19,73.0,,In Process,FIELD
199-D5-104,2017-07-13,74.0,,In Process,FIELD
199-D5-104,2017-08-07,75.0,,In Process,FIELD
199-D5-104,2017-08-15,73.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-09-11,80.0,,In Process,FIELD
199-D5-104,2017-10-17,75.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-10-17,76.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2017-10-18,84.0,,In Process,FIELD
199-D5-104,2017-11-15,86.0,,In Process,FIELD
199-D5-104,2017-12-06,74.0,,In Process,FIELD
199-D5-104,2018-01-11,62.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-01-11,65.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-02-20,67.0,,In Process,FIELD
199-D5-104,2018-03-14,67.0,,In Process,FIELD
199-D5-104,2018-04-10,63.0,,In Process,FIELD
199-D5-104,2018-04-17,60.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-04-17,59.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-05-14,63.0,,In Process,FIELD
199-D5-104,2018-06-20,60.0,,In Process,FIELD
199-D5-104,2018-07-09,61.0,,In Process,FIELD
199-D5-104,2018-07-18,53.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-08-22,54.0,,In Process,FIELD
199-D5-104,2018-09-25,44.0,,In Process,FIELD
199-D5-104,2018-10-08,46.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-10-08,47.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2018-10-10,42.0,,In Process,FIELD
199-D5-104,2018-11-14,56.0,,In Process,FIELD
199-D5-104,2018-12-11,34.0,,In Process,FIELD
199-D5-104,2019-01-10,42.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2019-01-10,43.0,,"Routine (i.e., repetitive)",TARL
199-D5-104,2019-01-16,38.0,,In Process,FIELD
199-D5-104,2019-02-07,42.0,,In Process,FIELD
199-D5-104,2019-03-06,42.0,,In Process,FIELD
199-D5-104,2019-04-01,46.0,,In Process,FIELD
199-D5-104,2019-04-16,43.3,,"Routine (i.e., repetitive)",GEL
199-D5-104,2019-04-16,42.7,,"Routine (i.e., repetitive)",GEL
199-D5-104,2019-05-21,44.0,,In Process,FIELD
199-D5-104,2019-06-17,42.0,,In Process,FIELD
199-D5-104,2019-07-11,43.0,,In Process,FIELD
199-D5-104,2019-07-29,43.7,,"Routine (i.e., repetitive)",GEL
199-D5-104,2019-07-29,43.0,,"Routine (i.e., repetitive)",GEL
199-D5-104,2019-08-19,40.0,,In Process,FIELD
199-D5-104,2019-09-09,47.0,,In Process,FIELD
199-D5-104,2019-10-14,37.0,,In Process,FIELD
199-D5-104,2019-10-30,33.5,H,"Routine (i.e., repetitive)",GEL
199-D5-104,2019-11-20,36.0,,In Process,FIELD
199-D5-104,2019-12-16,33.0,,In Process,FIELD
199-D5-104,2020-01-07,24.0,,In Process,FIELD
199-D5-104,2020-01-13,33.7,H,"Routine (i.e., repetitive)",GEL
199-D5-104,2020-01-13,33.9,H,"Routine (i.e., repetitive)",GEL
199-D5-104,2020-02-11,35.0,,In Process,FIELD
199-D5-104,2020-08-13,34.0,H,In Process,FIELD
199-D5-104,2020-08-31,28.3,,"Routine (i.e., repetitive)",GEL
199-D5-104,2020-09-28,32.0,,In Process,FIELD
199-D5-104,2020-10-06,30.0,,"Routine (i.e., repetitive)",GEL
199-D5-104,2020-10-21,20.0,,In Process,FIELD
199-D5-104,2020-11-17,32.0,,In Process,FIELD
199-D5-104,2021-01-13,27.9,H,"Routine (i.e., repetitive)",GEL
199-D5-104,2021-01-25,56.0,,In Process,FIELD
199-D5-104,2021-02-18,33.0,,In Process,FIELD
199-D5-104,2021-03-18,32.0,,In Process,FIELD
199-D5-104,2021-04-13,29.3,H,"Routine (i.e., repetitive)",GEL
199-D5-104,2021-04-26,36.0,,In Process,FIELD
199-D5-104,2021-05-17,33.0,,In Process,FIELD
199-D5-104,2021-06-02,25.0,,In Process,FIELD
199-D5-104,2021-07-13,27.96,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2021-07-20,30.0,,In Process,FIELD
199-D5-104,2021-08-26,26.0,,In Process,FIELD
199-D5-104,2021-09-27,34.0,,In Process,FIELD
199-D5-104,2021-10-19,30.0,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2021-10-27,36.0,,In Process,FIELD
199-D5-104,2021-12-28,41.0,,In Process,FIELD
199-D5-104,2022-01-11,27.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2022-01-26,28.0,,In Process,FIELD
199-D5-104,2022-02-24,28.0,,In Process,FIELD
199-D5-104,2022-03-28,28.0,,In Process,FIELD
199-D5-104,2022-04-06,28.0,,In Process,FIELD
199-D5-104,2022-05-03,21.0,,In Process,FIELD
199-D5-104,2022-06-07,37.0,,In Process,FIELD
199-D5-104,2022-07-19,28.0,,In Process,FIELD
199-D5-104,2022-08-04,24.0,,In Process,FIELD
199-D5-104,2022-09-13,24.0,,In Process,FIELD
199-D5-104,2022-10-11,19.0,,In Process,FIELD
199-D5-104,2022-10-24,24.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2022-11-09,34.0,,In Process,FIELD
199-D5-104,2022-12-13,29.0,,In Process,FIELD
199-D5-104,2023-02-07,29.0,,In Process,FIELD
199-D5-104,2023-03-13,20.0,,In Process,FIELD
199-D5-104,2023-04-20,18.9,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-05-02,13.0,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-05-30,14.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-05-30,13.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-05-30,13.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-06-21,15.8,,Special Studies,RJ LEE
199-D5-104,2023-07-24,14.0,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-08-24,12.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-08-24,13.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-09-28,15.2,,"Routine (i.e., repetitive)",GEL
199-D5-104,2023-10-25,15.7,,Special Studies,RJ LEE
199-D5-104,2023-10-25,15.9,,Special Studies,RJ LEE
199-D5-104,2023-11-14,17.3,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,2023-12-11,19.0,,Special Studies,RJ LEE
199-D5-106,2014-01-22,28.7,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-01-22,29.0,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-02-14,36.1,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-02-14,35.9,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-03-07,36.6,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-03-07,39.1,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-04-11,30.4,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-04-11,30.9,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2014-06-11,26.0,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-06-20,24.0,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-07-15,23.0,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-08-05,18.0,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-09-05,29.0,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-10-27,23.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-11-07,14.6,,"Routine (i.e., repetitive)",TARL
199-D5-106,2014-12-17,17.9,Q,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-01-30,10.1,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-01-30,10.4,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-02-19,9.7,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-02-19,9.2,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-03-24,11.6,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-03-24,13.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-05-18,15.3,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-05-18,16.0,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-08-24,8.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-08-24,7.9,,"Routine (i.e., repetitive)",TARL
199-D5-106,2015-11-13,6.7,,"Routine (i.e., repetitive)",TARL
199-D5-106,2016-02-16,12.0,H,"Routine (i.e., repetitive)",TARL
199-D5-106,2016-05-25,9.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,2016-05-25,9.4,,"Routine (i.e., repetitive)",TARL
199-D5-106,2023-04-19,5.79,,Special Studies,RJ LEE
199-D5-106,2023-05-11,5.26,,Special Studies,RJ LEE
199-D5-106,2023-06-20,8.37,,Special Studies,RJ LEE
199-D5-106,2023-07-13,6.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-106,2023-08-22,7.11,,"Routine (i.e., repetitive)",RJ LEE
199-D5-106,2023-09-20,5.31,,"Routine (i.e., repetitive)",GEL
199-D5-106,2023-10-13,4.63,,Special Studies,RJ LEE
199-D5-106,2023-11-17,6.68,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,2014-03-24,32.9,,"Routine (i.e., repetitive)",WSCF
199-D5-123,2014-12-19,31.2,,"Routine (i.e., repetitive)",TARL
199-D5-123,2015-02-27,29.2,,"Routine (i.e., repetitive)",TARL
199-D5-123,2015-02-27,29.8,,"Routine (i.e., repetitive)",TARL
199-D5-123,2015-05-29,28.4,,"Routine (i.e., repetitive)",TARL
199-D5-123,2015-05-29,28.6,,"Routine (i.e., repetitive)",TARL
199-D5-123,2015-08-26,23.0,,"Routine (i.e., repetitive)",TARL
199-D5-123,2015-12-18,17.0,,"Routine (i.e., repetitive)",TARL
199-D5-123,2016-03-15,12.0,,"Routine (i.e., repetitive)",TARL
199-D5-123,2016-03-15,13.0,,"Routine (i.e., repetitive)",TARL
199-D5-123,2016-06-19,9.3,,"Routine (i.e., repetitive)",TARL
199-D5-123,2016-06-19,8.8,,"Routine (i.e., repetitive)",TARL
199-D5-123,2016-12-08,7.3,,"Routine (i.e., repetitive)",TARL
199-D5-123,2016-12-08,7.5,,"Routine (i.e., repetitive)",TARL
199-D5-123,2017-12-08,5.9,,"Routine (i.e., repetitive)",TARL
199-D5-123,2018-12-14,4.0,,"Routine (i.e., repetitive)",TARL
199-D5-123,2018-12-14,4.2,,"Routine (i.e., repetitive)",TARL
199-D5-123,2019-12-03,5.78,H,"Routine (i.e., repetitive)",GEL
199-D5-123,2020-12-07,4.24,,"Routine (i.e., repetitive)",GEL
199-D5-123,2020-12-07,4.54,,"Routine (i.e., repetitive)",GEL
199-D5-123,2021-11-15,5.04,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,2022-10-31,3.93,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,2023-04-20,5.78,,Special Studies,RJ LEE
199-D5-123,2023-06-20,4.13,,Special Studies,RJ LEE
199-D5-123,2023-08-17,5.86,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,2023-10-05,4.45,,Special Studies,RJ LEE
199-D5-128,2023-05-09,4.7,,Special Studies,RJ LEE
199-D5-128,2023-06-20,7.07,,Special Studies,RJ LEE
199-D5-128,2023-08-22,5.05,,"Routine (i.e., repetitive)",RJ LEE
199-D5-128,2023-10-16,10.2,,Special Studies,RJ LEE
199-D5-133,2014-01-31,32.4,,"Routine (i.e., repetitive)",WSCF
199-D5-133,2014-02-07,65.0,,"Routine (i.e., repetitive)",WSCF
199-D5-133,2014-03-07,16.5,,Special Studies,WSCF
199-D5-133,2014-03-21,22.6,,"Routine (i.e., repetitive)",WSCF
199-D5-133,2014-04-04,27.9,A,"Routine (i.e., repetitive)",WSCF
199-D5-133,2014-04-18,21.2,,"Routine (i.e., repetitive)",WSCF
199-D5-133,2014-04-30,23.5,,"Routine (i.e., repetitive)",WSCF
199-D5-133,2014-11-14,4.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-02-26,3.4,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-02-26,4.1,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-05-18,3.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-05-18,3.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-08-13,4.0,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-08-13,4.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-11-08,3.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2015-11-08,3.4,,"Routine (i.e., repetitive)",TARL
199-D5-133,2016-02-10,7.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,2016-02-10,7.4,,"Routine (i.e., repetitive)",TARL
199-D5-133,2016-05-23,3.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2016-05-23,3.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,2016-11-17,2.0,,"Routine (i.e., repetitive)",TARL
199-D5-133,2016-11-17,2.6,,"Routine (i.e., repetitive)",TARL
199-D5-133,2017-02-22,2.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2017-02-22,2.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2017-05-25,2.7,,"Routine (i.e., repetitive)",TARL
199-D5-133,2017-05-25,2.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2017-11-27,1.8,,"Routine (i.e., repetitive)",TARL
199-D5-133,2017-11-27,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2018-02-22,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2018-05-15,2.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2018-05-15,2.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2018-11-09,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2018-11-09,2.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2019-02-21,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2019-05-21,4.13,H,"Routine (i.e., repetitive)",GEL
199-D5-133,2019-11-04,2.61,,"Routine (i.e., repetitive)",GEL
199-D5-133,2020-02-11,1.69,,"Routine (i.e., repetitive)",GEL
199-D5-133,2020-11-11,1.3,H,"Routine (i.e., repetitive)",GEL
199-D5-133,2021-02-02,1.5,,"Routine (i.e., repetitive)",GEL
199-D5-133,2021-05-18,5.68,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,2021-11-16,2.5,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,2022-11-15,2.5,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,2023-04-19,4.13,,Special Studies,RJ LEE
199-D5-133,2023-05-09,20.2,,Special Studies,RJ LEE
199-D5-133,2023-06-20,34.1,,Special Studies,RJ LEE
199-D5-133,2023-07-12,34.2,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,2023-08-17,33.0,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,2023-09-13,32.2,,"Routine (i.e., repetitive)",GEL
199-D5-133,2023-10-13,35.2,,Special Studies,RJ LEE
199-D5-133,2023-11-15,32.3,,"Routine (i.e., repetitive)",RJ LEE
199-D5-142,2014-02-07,20.8,,"Routine (i.e., repetitive)",WSCF
199-D5-142,2015-02-27,8.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-02-27,8.1,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-05-29,7.6,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-05-29,8.8,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-05-29,8.1,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-05-29,7.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-09-10,5.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-11-09,3.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,2015-11-09,4.1,,"Routine (i.e., repetitive)",TARL
199-D5-142,2016-02-09,5.0,,"Routine (i.e., repetitive)",TARL
199-D5-142,2016-02-09,5.5,,"Routine (i.e., repetitive)",TARL
199-D5-142,2016-02-09,5.3,,"Routine (i.e., repetitive)",TARL
