NAME,DATE,STD_VALUE_RPTD,REVIEW_QUALIFIER,COLLECTION_PURPOSE_DESC,LAB_CODE
199-D5-104,11/2/2016,88,,In Process,FIELD
199-D5-104,11/9/2016,74,,In Process,FIELD
199-D5-104,11/10/2016,86,,"Routine (i.e., repetitive)",TARL
199-D5-104,11/10/2016,87,,"Routine (i.e., repetitive)",TARL
199-D5-104,11/16/2016,76,,In Process,FIELD
199-D5-104,11/21/2016,92,,In Process,FIELD
199-D5-104,11/30/2016,84,,In Process,FIELD
199-D5-104,12/19/2016,81,,In Process,FIELD
199-D5-104,1/17/2017,84,,In Process,FIELD
199-D5-104,2/2/2017,79,,"Routine (i.e., repetitive)",TARL
199-D5-104,2/2/2017,80,,"Routine (i.e., repetitive)",TARL
199-D5-104,2/21/2017,73,,In Process,FIELD
199-D5-104,3/28/2017,80,,In Process,FIELD
199-D5-104,4/25/2017,68,,In Process,FIELD
199-D5-104,5/1/2017,79,,In Process,FIELD
199-D5-104,6/6/2017,71,,"Routine (i.e., repetitive)",TARL
199-D5-104,6/6/2017,70,,"Routine (i.e., repetitive)",TARL
199-D5-104,6/6/2017,72,,"Routine (i.e., repetitive)",TARL
199-D5-104,6/19/2017,73,,In Process,FIELD
199-D5-104,7/13/2017,74,,In Process,FIELD
199-D5-104,8/7/2017,75,,In Process,FIELD
199-D5-104,8/15/2017,73,,"Routine (i.e., repetitive)",TARL
199-D5-104,9/11/2017,80,,In Process,FIELD
199-D5-104,10/17/2017,75,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/17/2017,76,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/18/2017,84,,In Process,FIELD
199-D5-104,11/15/2017,86,,In Process,FIELD
199-D5-104,12/6/2017,74,,In Process,FIELD
199-D5-104,1/11/2018,62,,"Routine (i.e., repetitive)",TARL
199-D5-104,1/11/2018,65,,"Routine (i.e., repetitive)",TARL
199-D5-104,2/20/2018,67,,In Process,FIELD
199-D5-104,3/14/2018,67,,In Process,FIELD
199-D5-104,4/10/2018,63,,In Process,FIELD
199-D5-104,4/17/2018,60,,"Routine (i.e., repetitive)",TARL
199-D5-104,4/17/2018,59,,"Routine (i.e., repetitive)",TARL
199-D5-104,5/14/2018,63,,In Process,FIELD
199-D5-104,6/20/2018,60,,In Process,FIELD
199-D5-104,7/9/2018,61,,In Process,FIELD
199-D5-104,7/18/2018,53,,"Routine (i.e., repetitive)",TARL
199-D5-104,8/22/2018,54,,In Process,FIELD
199-D5-104,9/25/2018,44,,In Process,FIELD
199-D5-104,10/8/2018,46,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/8/2018,47,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/10/2018,42,,In Process,FIELD
199-D5-104,11/14/2018,56,,In Process,FIELD
199-D5-104,12/11/2018,34,,In Process,FIELD
199-D5-104,1/10/2019,42,,"Routine (i.e., repetitive)",TARL
199-D5-104,1/10/2019,43,,"Routine (i.e., repetitive)",TARL
199-D5-104,1/16/2019,38,,In Process,FIELD
199-D5-104,2/7/2019,42,,In Process,FIELD
199-D5-104,3/6/2019,42,,In Process,FIELD
199-D5-104,4/1/2019,46,,In Process,FIELD
199-D5-104,4/16/2019,43.3,,"Routine (i.e., repetitive)",GEL
199-D5-104,4/16/2019,42.7,,"Routine (i.e., repetitive)",GEL
199-D5-104,5/21/2019,44,,In Process,FIELD
199-D5-104,6/17/2019,42,,In Process,FIELD
199-D5-104,7/11/2019,43,,In Process,FIELD
199-D5-104,7/29/2019,43.7,,"Routine (i.e., repetitive)",GEL
199-D5-104,7/29/2019,43,,"Routine (i.e., repetitive)",GEL
199-D5-104,8/19/2019,40,,In Process,FIELD
199-D5-104,9/9/2019,47,,In Process,FIELD
199-D5-104,10/14/2019,37,,In Process,FIELD
199-D5-104,10/30/2019,33.5,H,"Routine (i.e., repetitive)",GEL
199-D5-104,11/20/2019,36,,In Process,FIELD
199-D5-104,12/16/2019,33,,In Process,FIELD
199-D5-104,1/7/2020,24,,In Process,FIELD
199-D5-104,1/13/2020,33.7,H,"Routine (i.e., repetitive)",GEL
199-D5-104,1/13/2020,33.9,H,"Routine (i.e., repetitive)",GEL
199-D5-104,2/11/2020,35,,In Process,FIELD
199-D5-104,8/13/2020,34,H,In Process,FIELD
199-D5-104,8/13/2020,34,H,In Process,FIELD
199-D5-104,8/31/2020,28.3,,"Routine (i.e., repetitive)",GEL
199-D5-104,9/28/2020,32,,In Process,FIELD
199-D5-104,9/28/2020,32,,In Process,FIELD
199-D5-104,10/6/2020,30,,"Routine (i.e., repetitive)",GEL
199-D5-104,10/21/2020,20,,In Process,FIELD
199-D5-104,10/21/2020,20,,In Process,FIELD
199-D5-104,11/17/2020,32,,In Process,FIELD
199-D5-104,11/17/2020,32,,In Process,FIELD
199-D5-104,1/13/2021,27.9,H,"Routine (i.e., repetitive)",GEL
199-D5-104,1/25/2021,56,,In Process,FIELD
199-D5-104,1/25/2021,56,,In Process,FIELD
199-D5-104,2/18/2021,33,,In Process,FIELD
199-D5-104,2/18/2021,33,,In Process,FIELD
199-D5-104,3/18/2021,32,,In Process,FIELD
199-D5-104,3/18/2021,32,,In Process,FIELD
199-D5-104,4/13/2021,29.3,H,"Routine (i.e., repetitive)",GEL
199-D5-104,4/26/2021,36,,In Process,FIELD
199-D5-104,4/26/2021,36,,In Process,FIELD
199-D5-104,5/17/2021,33,,In Process,FIELD
199-D5-104,5/17/2021,33,,In Process,FIELD
199-D5-104,6/2/2021,25,,In Process,FIELD
199-D5-104,6/2/2021,25,,In Process,FIELD
199-D5-104,7/13/2021,27.96,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,7/20/2021,30,,In Process,FIELD
199-D5-104,7/20/2021,30,,In Process,FIELD
199-D5-104,8/26/2021,26,,In Process,FIELD
199-D5-104,9/27/2021,34,,In Process,FIELD
199-D5-104,10/19/2021,30,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,10/27/2021,36,,In Process,FIELD
199-D5-104,12/28/2021,41,,In Process,FIELD
199-D5-104,1/11/2022,27.1,,,
199-D5-104,1/11/2022,27.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,1/26/2022,28,,,
199-D5-104,1/26/2022,28,,In Process,FIELD
199-D5-104,2/24/2022,28,,,
199-D5-104,2/24/2022,28,,In Process,FIELD
199-D5-104,3/28/2022,28,,,
199-D5-104,3/28/2022,28,,In Process,FIELD
199-D5-104,4/6/2022,28,,,
199-D5-104,4/6/2022,28,,In Process,FIELD
199-D5-104,5/3/2022,21,,,
199-D5-104,5/3/2022,21,,In Process,FIELD
199-D5-104,6/7/2022,37,,,
199-D5-104,6/7/2022,37,,In Process,FIELD
199-D5-104,7/19/2022,28,,,
199-D5-104,7/19/2022,28,,In Process,FIELD
199-D5-104,8/4/2022,24,,,
199-D5-104,8/4/2022,24,,In Process,FIELD
199-D5-104,9/13/2022,24,,,
199-D5-104,9/13/2022,24,,In Process,FIELD
199-D5-104,10/11/2022,19,,,
199-D5-104,10/11/2022,19,,In Process,FIELD
199-D5-104,10/24/2022,24.8,,,
199-D5-104,10/24/2022,24.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,11/9/2022,34,,,
199-D5-104,11/9/2022,34,,In Process,FIELD
199-D5-104,12/13/2022,29,,,
199-D5-104,12/13/2022,29,,In Process,FIELD
199-D5-104,2/7/2023,29,,,
199-D5-104,2/7/2023,29,,In Process,FIELD
199-D5-104,3/13/2023,20,,,
199-D5-104,3/13/2023,20,,In Process,FIELD
199-D5-104,4/20/2023,18.9,,,
199-D5-104,4/20/2023,18.9,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,5/2/2023,13,,,
199-D5-104,5/2/2023,13,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,5/30/2023,13.6,,,
199-D5-104,5/30/2023,14.1,,,
199-D5-104,5/30/2023,13.8,,,
199-D5-104,5/30/2023,14.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,5/30/2023,13.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,5/30/2023,13.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,6/21/2023,15.8,,,
199-D5-104,6/21/2023,15.8,,Special Studies,RJ LEE
199-D5-104,7/24/2023,14,,,
199-D5-104,7/24/2023,14,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,8/24/2023,12.8,,,
199-D5-104,8/24/2023,13.8,,,
199-D5-104,8/24/2023,12.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,8/24/2023,13.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,9/28/2023,15.2,,"Routine (i.e., repetitive)",GEL
199-D5-104,10/25/2023,15.7,,Special Studies,RJ LEE
199-D5-104,10/25/2023,15.9,,Special Studies,RJ LEE
199-D5-104,11/14/2023,17.3,,"Routine (i.e., repetitive)",RJ LEE
199-D5-104,12/11/2023,19,,Special Studies,RJ LEE
199-D5-106,1/22/2014,28.7,,"Routine (i.e., repetitive)",WSCF
199-D5-106,1/22/2014,29,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2/14/2014,36.1,,"Routine (i.e., repetitive)",WSCF
199-D5-106,2/14/2014,35.9,,"Routine (i.e., repetitive)",WSCF
199-D5-106,3/7/2014,36.6,,"Routine (i.e., repetitive)",WSCF
199-D5-106,3/7/2014,39.1,,"Routine (i.e., repetitive)",WSCF
199-D5-106,4/11/2014,30.4,,"Routine (i.e., repetitive)",WSCF
199-D5-106,4/11/2014,30.9,,"Routine (i.e., repetitive)",WSCF
199-D5-106,6/11/2014,26,,"Routine (i.e., repetitive)",TARL
199-D5-106,6/20/2014,24,,"Routine (i.e., repetitive)",TARL
199-D5-106,7/15/2014,23,,"Routine (i.e., repetitive)",TARL
199-D5-106,8/5/2014,18,,"Routine (i.e., repetitive)",TARL
199-D5-106,9/5/2014,29,,"Routine (i.e., repetitive)",TARL
199-D5-106,10/27/2014,23.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,11/7/2014,14.6,,"Routine (i.e., repetitive)",TARL
199-D5-106,12/17/2014,17.9,Q,"Routine (i.e., repetitive)",TARL
199-D5-106,1/30/2015,10.1,,"Routine (i.e., repetitive)",TARL
199-D5-106,1/30/2015,10.4,,"Routine (i.e., repetitive)",TARL
199-D5-106,2/19/2015,9.7,,"Routine (i.e., repetitive)",TARL
199-D5-106,2/19/2015,9.2,,"Routine (i.e., repetitive)",TARL
199-D5-106,3/24/2015,11.6,,"Routine (i.e., repetitive)",TARL
199-D5-106,3/24/2015,13.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,5/18/2015,15.3,,"Routine (i.e., repetitive)",TARL
199-D5-106,5/18/2015,16,,"Routine (i.e., repetitive)",TARL
199-D5-106,8/24/2015,8.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,8/24/2015,7.9,,"Routine (i.e., repetitive)",TARL
199-D5-106,11/13/2015,6.7,,"Routine (i.e., repetitive)",TARL
199-D5-106,2/16/2016,12,H,"Routine (i.e., repetitive)",TARL
199-D5-106,5/25/2016,9.5,,"Routine (i.e., repetitive)",TARL
199-D5-106,5/25/2016,9.4,,"Routine (i.e., repetitive)",TARL
199-D5-106,4/19/2023,5.79,,,
199-D5-106,4/19/2023,5.79,,Special Studies,RJ LEE
199-D5-106,5/11/2023,5.26,,,
199-D5-106,5/11/2023,5.26,,Special Studies,RJ LEE
199-D5-106,6/20/2023,8.37,,,
199-D5-106,6/20/2023,8.37,,Special Studies,RJ LEE
199-D5-106,7/13/2023,6.8,,,
199-D5-106,7/13/2023,6.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-106,8/22/2023,7.11,,,
199-D5-106,8/22/2023,7.11,,"Routine (i.e., repetitive)",RJ LEE
199-D5-106,9/20/2023,5.31,,"Routine (i.e., repetitive)",GEL
199-D5-106,10/13/2023,4.63,,Special Studies,RJ LEE
199-D5-106,11/17/2023,6.68,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,3/24/2014,32.9,,"Routine (i.e., repetitive)",WSCF
199-D5-123,12/19/2014,31.2,,"Routine (i.e., repetitive)",TARL
199-D5-123,2/27/2015,29.2,,"Routine (i.e., repetitive)",TARL
199-D5-123,2/27/2015,29.8,,"Routine (i.e., repetitive)",TARL
199-D5-123,5/29/2015,28.4,,"Routine (i.e., repetitive)",TARL
199-D5-123,5/29/2015,28.6,,"Routine (i.e., repetitive)",TARL
199-D5-123,8/26/2015,23,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/18/2015,17,,"Routine (i.e., repetitive)",TARL
199-D5-123,3/15/2016,12,,"Routine (i.e., repetitive)",TARL
199-D5-123,3/15/2016,13,,"Routine (i.e., repetitive)",TARL
199-D5-123,6/19/2016,9.3,,"Routine (i.e., repetitive)",TARL
199-D5-123,6/19/2016,8.8,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/8/2016,7.3,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/8/2016,7.5,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/8/2017,5.9,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/14/2018,4,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/14/2018,4.2,,"Routine (i.e., repetitive)",TARL
199-D5-123,12/3/2019,5.78,H,"Routine (i.e., repetitive)",GEL
199-D5-123,12/7/2020,4.24,,"Routine (i.e., repetitive)",GEL
199-D5-123,12/7/2020,4.54,,"Routine (i.e., repetitive)",GEL
199-D5-123,11/15/2021,5.04,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,10/31/2022,3.93,,,
199-D5-123,10/31/2022,3.93,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,4/20/2023,5.78,,,
199-D5-123,4/20/2023,5.78,,Special Studies,RJ LEE
199-D5-123,6/20/2023,4.13,,,
199-D5-123,6/20/2023,4.13,,Special Studies,RJ LEE
199-D5-123,8/17/2023,5.86,,,
199-D5-123,8/17/2023,5.86,,"Routine (i.e., repetitive)",RJ LEE
199-D5-123,10/5/2023,4.45,,Special Studies,RJ LEE
199-D5-128,5/9/2023,4.7,,,
199-D5-128,5/9/2023,4.7,,Special Studies,RJ LEE
199-D5-128,6/20/2023,7.07,,,
199-D5-128,6/20/2023,7.07,,Special Studies,RJ LEE
199-D5-128,8/22/2023,5.05,,,
199-D5-128,8/22/2023,5.05,,"Routine (i.e., repetitive)",RJ LEE
199-D5-128,10/16/2023,10.2,,Special Studies,RJ LEE
199-D5-133,1/31/2014,32.4,,"Routine (i.e., repetitive)",WSCF
199-D5-133,2/7/2014,65,,"Routine (i.e., repetitive)",WSCF
199-D5-133,3/7/2014,16.5,,Special Studies,WSCF
199-D5-133,3/21/2014,22.6,,"Routine (i.e., repetitive)",WSCF
199-D5-133,4/4/2014,27.9,A,"Routine (i.e., repetitive)",WSCF
199-D5-133,4/18/2014,21.2,,"Routine (i.e., repetitive)",WSCF
199-D5-133,4/30/2014,23.5,,"Routine (i.e., repetitive)",WSCF
199-D5-133,11/14/2014,4.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/26/2015,3.4,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/26/2015,4.1,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/18/2015,3.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/18/2015,3.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,8/13/2015,4,,"Routine (i.e., repetitive)",TARL
199-D5-133,8/13/2015,4.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/8/2015,3.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/8/2015,3.4,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/10/2016,7.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/10/2016,7.4,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/23/2016,3.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/23/2016,3.2,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/17/2016,2,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/17/2016,2.6,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/22/2017,2.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/22/2017,2.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/25/2017,2.7,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/25/2017,2.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/27/2017,1.8,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/27/2017,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/22/2018,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/15/2018,2.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/15/2018,2.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/9/2018,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,11/9/2018,2.3,,"Routine (i.e., repetitive)",TARL
199-D5-133,2/21/2019,1.5,,"Routine (i.e., repetitive)",TARL
199-D5-133,5/21/2019,4.13,H,"Routine (i.e., repetitive)",GEL
199-D5-133,11/4/2019,2.61,,"Routine (i.e., repetitive)",GEL
199-D5-133,2/11/2020,1.69,,"Routine (i.e., repetitive)",GEL
199-D5-133,11/11/2020,1.3,H,"Routine (i.e., repetitive)",GEL
199-D5-133,2/2/2021,1.5,,"Routine (i.e., repetitive)",GEL
199-D5-133,5/18/2021,5.68,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,11/16/2021,2.5,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,11/15/2022,2.5,,,
199-D5-133,11/15/2022,2.5,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,4/19/2023,4.13,,,
199-D5-133,4/19/2023,4.13,,Special Studies,RJ LEE
199-D5-133,5/9/2023,20.2,,,
199-D5-133,5/9/2023,20.2,,Special Studies,RJ LEE
199-D5-133,6/20/2023,34.1,,,
199-D5-133,6/20/2023,34.1,,Special Studies,RJ LEE
199-D5-133,7/12/2023,34.2,,,
199-D5-133,7/12/2023,34.2,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,8/17/2023,33,,,
199-D5-133,8/17/2023,33,,"Routine (i.e., repetitive)",RJ LEE
199-D5-133,9/13/2023,32.2,,,
199-D5-133,9/13/2023,32.2,,"Routine (i.e., repetitive)",GEL
199-D5-133,10/13/2023,35.2,,Special Studies,RJ LEE
199-D5-133,11/15/2023,32.3,,"Routine (i.e., repetitive)",RJ LEE
199-D5-142,2/7/2014,20.8,,"Routine (i.e., repetitive)",WSCF
199-D5-142,2/27/2015,8.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,2/27/2015,8.1,,"Routine (i.e., repetitive)",TARL
199-D5-142,5/29/2015,7.6,,"Routine (i.e., repetitive)",TARL
199-D5-142,5/29/2015,8.8,,"Routine (i.e., repetitive)",TARL
199-D5-142,5/29/2015,8.1,,"Routine (i.e., repetitive)",TARL
199-D5-142,5/29/2015,7.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,9/10/2015,5.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/9/2015,3.9,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/9/2015,4.1,,"Routine (i.e., repetitive)",TARL
199-D5-142,2/9/2016,5,,"Routine (i.e., repetitive)",TARL
199-D5-142,2/9/2016,5.5,,"Routine (i.e., repetitive)",TARL
199-D5-142,2/9/2016,5.3,,"Routine (i.e., repetitive)",TARL
199-D5-142,5/26/2016,5.6,H,"Routine (i.e., repetitive)",TARL
199-D5-142,11/14/2016,4.3,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/14/2016,3.6,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/16/2017,2.4,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/16/2017,3.6,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/2/2018,3.5,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/2/2018,3.8,,"Routine (i.e., repetitive)",TARL
199-D5-142,11/4/2019,4.71,,"Routine (i.e., repetitive)",GEL
199-D5-142,12/21/2020,4.08,H,"Routine (i.e., repetitive)",GEL
199-D5-142,12/17/2021,6.58,,"Routine (i.e., repetitive)",RJ LEE
199-D5-142,10/28/2022,3.62,,,
199-D5-142,10/28/2022,3.62,,"Routine (i.e., repetitive)",RJ LEE
199-D5-142,4/19/2023,2.77,,,
199-D5-142,4/19/2023,2.77,,Special Studies,RJ LEE
199-D5-142,6/20/2023,2.85,,,
199-D5-142,6/20/2023,2.85,,Special Studies,RJ LEE
199-D5-142,8/23/2023,3.14,,,
199-D5-142,8/23/2023,3.14,,"Routine (i.e., repetitive)",RJ LEE
199-D5-142,10/17/2023,2.5,,Special Studies,RJ LEE
199-D5-145,1/22/2014,100,,"Routine (i.e., repetitive)",WSCF
199-D5-145,1/22/2014,101,,"Routine (i.e., repetitive)",WSCF
199-D5-145,1/31/2014,102,,"Routine (i.e., repetitive)",WSCF
199-D5-145,2/14/2014,108,,"Routine (i.e., repetitive)",WSCF
199-D5-145,2/14/2014,107,,"Routine (i.e., repetitive)",WSCF
199-D5-145,3/7/2014,108,,"Routine (i.e., repetitive)",WSCF
199-D5-145,3/7/2014,106,,"Routine (i.e., repetitive)",WSCF
199-D5-145,3/21/2014,81.5,,"Routine (i.e., repetitive)",WSCF
199-D5-145,4/4/2014,78.8,,"Routine (i.e., repetitive)",WSCF
199-D5-145,4/18/2014,61.4,A,"Routine (i.e., repetitive)",WSCF
199-D5-145,4/18/2014,66.6,A,"Routine (i.e., repetitive)",WSCF
199-D5-145,4/30/2014,69.3,,"Routine (i.e., repetitive)",WSCF
199-D5-145,5/15/2014,65,,"Routine (i.e., repetitive)",TARL
199-D5-145,6/12/2014,58,,"Routine (i.e., repetitive)",TARL
199-D5-145,7/10/2014,61,,"Routine (i.e., repetitive)",TARL
199-D5-145,8/7/2014,90,,"Routine (i.e., repetitive)",TARL
199-D5-145,9/4/2014,100,A,"Routine (i.e., repetitive)",TARL
199-D5-145,10/1/2014,118,A,"Routine (i.e., repetitive)",TARL
199-D5-145,11/6/2014,114,,"Routine (i.e., repetitive)",TARL
199-D5-145,12/17/2014,149,Q,"Routine (i.e., repetitive)",TARL
199-D5-145,1/27/2015,149,,"Routine (i.e., repetitive)",TARL
199-D5-145,1/27/2015,147,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/19/2015,139,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/19/2015,135,,"Routine (i.e., repetitive)",TARL
199-D5-145,3/24/2015,96.9,,"Routine (i.e., repetitive)",TARL
199-D5-145,3/24/2015,115,,"Routine (i.e., repetitive)",TARL
199-D5-145,4/16/2015,103,,"Routine (i.e., repetitive)",TARL
199-D5-145,4/16/2015,105,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/13/2015,134,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/13/2015,137,,"Routine (i.e., repetitive)",TARL
199-D5-145,6/18/2015,169,,"Routine (i.e., repetitive)",TARL
199-D5-145,6/18/2015,171,,"Routine (i.e., repetitive)",TARL
199-D5-145,7/22/2015,192,,"Routine (i.e., repetitive)",TARL
199-D5-145,7/22/2015,191,,"Routine (i.e., repetitive)",TARL
199-D5-145,8/13/2015,140,,"Routine (i.e., repetitive)",TARL
199-D5-145,9/11/2015,140,,"Routine (i.e., repetitive)",TARL
199-D5-145,9/11/2015,150,,"Routine (i.e., repetitive)",TARL
199-D5-145,10/9/2015,110,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/1/2015,77,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/1/2015,80,,"Routine (i.e., repetitive)",TARL
199-D5-145,12/7/2015,63,,"Routine (i.e., repetitive)",TARL
199-D5-145,12/7/2015,62,,"Routine (i.e., repetitive)",TARL
199-D5-145,1/14/2016,38,,"Routine (i.e., repetitive)",TARL
199-D5-145,1/14/2016,41,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/3/2016,48,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/3/2016,49,,"Routine (i.e., repetitive)",TARL
199-D5-145,3/14/2016,36,,"Routine (i.e., repetitive)",TARL
199-D5-145,3/14/2016,38,,"Routine (i.e., repetitive)",TARL
199-D5-145,4/11/2016,32,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/5/2016,28,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/5/2016,29,,"Routine (i.e., repetitive)",TARL
199-D5-145,6/17/2016,25,,"Routine (i.e., repetitive)",TARL
199-D5-145,6/17/2016,26,,"Routine (i.e., repetitive)",TARL
199-D5-145,7/20/2016,21,,"Routine (i.e., repetitive)",TARL
199-D5-145,7/20/2016,22,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/17/2016,17,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/22/2017,18,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/22/2017,19,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/25/2017,19,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/25/2017,20,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/27/2017,31,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/27/2017,34,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/22/2018,21,,"Routine (i.e., repetitive)",TARL
199-D5-145,5/15/2018,31,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/8/2018,22,,"Routine (i.e., repetitive)",TARL
199-D5-145,11/8/2018,20,,"Routine (i.e., repetitive)",TARL
199-D5-145,2/21/2019,40,A,"Routine (i.e., repetitive)",TARL
199-D5-145,2/21/2019,41,A,"Routine (i.e., repetitive)",TARL
199-D5-145,5/21/2019,38.8,H,"Routine (i.e., repetitive)",GEL
199-D5-145,11/4/2019,12.1,,"Routine (i.e., repetitive)",GEL
199-D5-145,2/11/2020,15,,"Routine (i.e., repetitive)",GEL
199-D5-145,11/10/2020,10.1,H,"Routine (i.e., repetitive)",GEL
199-D5-145,2/9/2021,11.3,,"Routine (i.e., repetitive)",GEL
199-D5-145,5/18/2021,18.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,11/19/2021,9.55,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,11/14/2022,4.36,,,
199-D5-145,11/14/2022,4.36,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,4/20/2023,6,,,
199-D5-145,4/20/2023,5.89,,,
199-D5-145,4/20/2023,5.89,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,4/20/2023,6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,5/2/2023,2.57,,,
199-D5-145,5/2/2023,2.57,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,5/16/2023,4.27,,,
199-D5-145,5/16/2023,4.27,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,5/31/2023,2.64,,,
199-D5-145,5/31/2023,2.64,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,6/15/2023,4.48,,,
199-D5-145,6/15/2023,4.48,,Special Studies,RJ LEE
199-D5-145,7/13/2023,3.95,,,
199-D5-145,7/13/2023,3.95,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,8/22/2023,4.6,,,
199-D5-145,8/22/2023,4.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-145,9/20/2023,5.57,,"Routine (i.e., repetitive)",GEL
199-D5-145,9/20/2023,5.5,,"Routine (i.e., repetitive)",GEL
199-D5-145,10/16/2023,4.82,,Special Studies,RJ LEE
199-D5-145,11/13/2023,7.81,,"Routine (i.e., repetitive)",RJ LEE
199-D5-146,1/22/2014,31.1,,"Routine (i.e., repetitive)",WSCF
199-D5-146,1/31/2014,29.9,,"Routine (i.e., repetitive)",WSCF
